shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
shapes_538_1,24.82141,125.17984,830036
shapes_538_1,24.81998,125.17803,830037
shapes_538_1,24.81959,125.17833,830038
shapes_538_1,24.81938,125.17858,830039
shapes_538_1,24.81935,125.17865,830040
shapes_538_1,24.81893,125.1781,830041
shapes_538_1,24.81877,125.17789,830042
shapes_538_1,24.81833,125.17736,830043
shapes_538_1,24.81833,125.17736,840001
shapes_538_1,24.81833,125.17736,840002
shapes_538_1,24.81811,125.17714,840003
shapes_538_1,24.81801,125.17704,840004
shapes_538_1,24.81788,125.17687,840005
shapes_538_1,24.81761,125.17633,840006
shapes_538_1,24.81761,125.17633,850001
shapes_538_1,24.8176,125.17631,850002
shapes_538_1,24.81764,125.17626,850003
shapes_538_1,24.81808,125.17583,850004
shapes_538_1,24.81861,125.17533,850005
shapes_538_1,24.81884,125.17505,850006
shapes_538_1,24.81924,125.17459,850007
shapes_538_1,24.81924,125.1746,850008
shapes_538_1,24.81924,125.1746,860001
shapes_538_1,24.81924,125.17459,860002
shapes_538_1,24.81965,125.17405,860003
shapes_538_1,24.82,125.17372,860004
shapes_538_1,24.82045,125.1735,860005
shapes_538_1,24.82045,125.1735,870001
shapes_538_1,24.82052,125.17346,870002
shapes_538_1,24.82132,125.17307,870003
shapes_538_1,24.82233,125.17253,870004
shapes_538_1,24.82303,125.17211,870005
shapes_538_1,24.82373,125.17177,870006
shapes_538_1,24.82449,125.17138,870007
shapes_538_1,24.82455,125.17134,870008
shapes_538_1,24.82506,125.17097,870009
shapes_538_1,24.82552,125.17056,870010
shapes_538_1,24.82556,125.17051,870011
shapes_538_1,24.82556,125.17051,880001
shapes_538_1,24.82616,125.16984,880002
shapes_538_1,24.8268,125.1692,880003
shapes_538_1,24.8268,125.1692,890001
shapes_538_1,24.82684,125.16916,890002
shapes_538_1,24.82685,125.16915,890003
shapes_538_1,24.82719,125.16879,890004
shapes_538_1,24.82789,125.16807,890005
shapes_538_1,24.82805,125.16797,890006
shapes_538_1,24.8282,125.16791,890007
shapes_538_1,24.82847,125.16786,890008
shapes_538_1,24.82877,125.16782,890009
shapes_538_1,24.82923,125.16774,890010
shapes_538_1,24.82995,125.16761,890011
shapes_538_1,24.83018,125.16756,890012
shapes_538_1,24.83018,125.16756,900001
shapes_538_1,24.83069,125.16747,900002
shapes_538_1,24.83125,125.16737,900003
shapes_538_1,24.83164,125.1673,900004
shapes_538_1,24.83523,125.16679,900005
shapes_538_1,24.83589,125.16667,900006
shapes_538_1,24.83632,125.16659,900007
shapes_538_1,24.83642,125.16656,900008
shapes_538_1,24.83653,125.16652,900009
shapes_538_1,24.83711,125.16632,900010
shapes_538_1,24.83722,125.16627,900011
shapes_538_1,24.83722,125.16627,910001
shapes_538_1,24.83751,125.16612,910002
shapes_538_1,24.83769,125.16601,910003
shapes_538_1,24.83782,125.16591,910004
shapes_538_1,24.838,125.16576,910005
shapes_538_1,24.83804,125.1657,910006
shapes_538_1,24.83804,125.1657,920001
shapes_538_1,24.83857,125.16505,920002
shapes_538_1,24.83872,125.16487,920003
shapes_538_1,24.8389,125.16462,920004
shapes_538_1,24.83917,125.16423,920005
shapes_538_1,24.83917,125.16423,930001
shapes_538_1,24.8393,125.16403,930002
shapes_538_1,24.83923,125.16399,930003
shapes_538_1,24.83864,125.16337,930004
shapes_538_1,24.83862,125.16338,930005
shapes_555_1,24.83857,125.163307,940001
shapes_555_1,24.83924385883947,125.16393184661867,940002
shapes_555_1,24.839282804077726,125.16404986381532,940003
shapes_555_1,24.839170836484694,125.16417860984804,940004
shapes_555_1,24.839136,125.1642,950001
shapes_555_1,24.838056023186198,125.1656860113144,950002
shapes_555_1,24.838037,125.165695,960001
shapes_555_1,24.837213821329296,125.16621172428133,960002
shapes_555_1,24.837191,125.166199,970001
shapes_555_1,24.836556607807463,125.1665496826172,970002
shapes_555_1,24.83025691749662,125.16759037971498,970003
shapes_555_1,24.830191,125.16758,980001
shapes_555_1,24.827968697150705,125.16803026199342,980002
shapes_555_1,24.826897600759125,125.16921043395998,980003
shapes_555_1,24.826803,125.169197,990001
shapes_555_1,24.82559279809372,125.17051935195924,990002
shapes_555_1,24.825569,125.170517,1000001
shapes_555_1,24.824911179294954,125.17120599746706,1000002
shapes_555_1,24.822729973931757,125.1722574234009,1000003
shapes_555_1,24.820548730159544,125.17352342605592,1000004
shapes_555_1,24.820463,125.173515,1010001
shapes_555_1,24.819828132259236,125.17382383346559,1010002
shapes_555_1,24.819399666655812,125.17453193664551,1010003
shapes_555_1,24.819258,125.174591,1020001
shapes_555_1,24.817646837393116,125.17629146575929,1020002
shapes_555_1,24.81761,125.17633,1030001
shapes_555_1,24.81788,125.17687,1030002
shapes_555_1,24.81801,125.17704,1030003
shapes_555_1,24.81811,125.17714,1030004
shapes_555_1,24.81833,125.17736,1030005
shapes_555_1,24.81833,125.17736,1030006
shapes_555_1,24.818336,125.177368,1040001
shapes_555_1,24.819399666655812,125.17863035202028,1040002
shapes_555_1,24.82043187673072,125.1800036430359,1040003
shapes_555_1,24.82130827476017,125.18154859542848,1040004
shapes_555_1,24.822282043076644,125.18352270126344,1040005
shapes_555_1,24.824093231784968,125.18187046051027,1040006
shapes_555_1,24.824716430377755,125.18429517745973,1040007
shapes_555_1,24.82533962583492,125.18481016159059,1040008
shapes_555_1,24.82615756511381,125.18530368804933,1040009
shapes_555_1,24.826897600759125,125.18579721450807,1040010
shapes_555_1,24.82757920862561,125.18635511398317,1040011
shapes_555_1,24.828436081763876,125.18738508224489,1040012
shapes_555_1,24.82970190623295,125.18792152404787,1040013
shapes_555_1,24.831688250854103,125.18899440765382,1040014
shapes_555_1,24.831688250854103,125.18970251083375,1040015
shapes_555_1,24.83199983143292,125.19028186798097,1040016
shapes_555_1,24.832584042904813,125.19156932830812,1040017
shapes_555_1,24.833012462898928,125.19219160079957,1040018
shapes_555_1,24.832886,125.192169,1050001
shapes_555_1,24.833401934334447,125.19304990768434,1050002
shapes_555_1,24.834083506398546,125.19382238388063,1050003
shapes_555_1,24.835680317684055,125.19508838653566,1050004
shapes_555_1,24.83756920200241,125.19785642623903,1050005
shapes_555_1,24.840470627958165,125.20244836807251,1050006
shapes_555_1,24.841015854774632,125.20337104797365,1050007
shapes_555_1,24.84066535209691,125.20369291305543,1050008
shapes_555_1,24.840427,125.203743,1060001
shapes_555_1,24.839633310670635,125.20452976226808,1060002
shapes_555_1,24.838990714492102,125.20528078079225,1060003
shapes_555_1,24.83811444159959,125.20678281784059,1060004
shapes_555_1,24.83741341881924,125.20588159561159,1060005
shapes_555_1,24.837318,125.205934,1070001
shapes_555_1,24.838270223900526,125.20680427551271,1070002
shapes_555_1,24.83945805749825,125.20749092102052,1070003
shapes_555_1,24.839711200889823,125.2080273628235,1070004
shapes_555_1,24.840081178761597,125.20843505859376,1070005
shapes_555_1,24.840879548295693,125.20867109298707,1070006
shapes_555_1,24.841794746060245,125.20852088928224,1070007
shapes_555_1,24.84210630120195,125.20879983901979,1070008
shapes_555_1,24.842320494906925,125.20944356918336,1070009
shapes_555_1,24.84300201786555,125.20901441574098,1070010
shapes_555_1,24.84366406514579,125.20886421203615,1070011
shapes_555_1,24.84374195282827,125.20912170410158,1070012
shapes_555_1,24.843712,125.209152,1080001
shapes_555_1,24.84405350306793,125.2095937728882,1080002
shapes_555_1,24.844287165232956,125.21006584167482,1080003
shapes_555_1,24.844501355163324,125.21002292633058,1080004
shapes_555_1,24.844871318715274,125.21021604537965,1080005
shapes_555_1,24.84405350306793,125.21096706390382,1080006
shapes_555_1,24.843683537070998,125.21148204803468,1080007
shapes_555_1,24.843599,125.211502,1090001
shapes_555_1,24.84300201786555,125.2119541168213,1090002
shapes_555_1,24.84247627191407,125.21214723587038,1090003
shapes_555_1,24.842426,125.212196,1100001
shapes_555_1,24.842281550624516,125.21244764328004,1100002
shapes_555_1,24.842008940304435,125.21188974380495,1100003
shapes_555_1,24.839535947827738,125.21274805068971,1100004
shapes_555_1,24.837997604745247,125.21334886550905,1100005
shapes_555_1,24.838075495993742,125.21384239196779,1100006
shapes_555_1,24.838036,125.21389,1110001
shapes_555_1,24.83802681396917,125.21334886550905,1110002
shapes_555_1,24.839078341440153,125.21285533905031,1110003
shapes_555_1,24.83897124182855,125.21268367767335,1110004
shapes_555_1,24.838669415151784,125.21239399909975,1110005
shapes_555_1,24.838367587739064,125.21186828613281,1110006
shapes_555_1,24.837939186276692,125.21209359169008,1110007
shapes_555_1,24.8372284260346,125.21272659301759,1110008
shapes_555_1,24.836546871284597,125.21291971206665,1110009
shapes_555_1,24.835816629888424,125.21337032318117,1110010
shapes_555_1,24.834336660781002,125.2143144607544,1110011
shapes_555_1,24.833362987246023,125.21461486816408,1110012
shapes_555_1,24.832593779739323,125.21507620811464,1110013
shapes_555_1,24.83163956631786,125.21585941314699,1110014
shapes_555_1,24.83037376165619,125.21652460098268,1110015
shapes_555_1,24.82740393838965,125.21885275840759,1110016
shapes_555_1,24.825992030219556,125.21903514862062,1110017
shapes_555_1,24.824492468744406,125.21909952163698,1110018
shapes_555_1,24.8213959142221,125.21974325180055,1110019
shapes_555_1,24.820928503041987,125.21971106529237,1110020
shapes_555_1,24.819292550023405,125.22023677825929,1110021
shapes_555_1,24.816731461143874,125.22011876106264,1110022
shapes_555_1,24.816351675395932,125.22025823593141,1110023
shapes_555_1,24.81595241220063,125.22054791450502,1110024
shapes_555_1,24.81551419501755,125.22089123725893,1110025
shapes_555_1,24.815056499860606,125.22111654281618,1110026
shapes_555_1,24.81410215132987,125.22099852561952,1110027
shapes_555_1,24.813050411782935,125.2199685573578,1110028
shapes_555_1,24.811521478188833,125.21931409835817,1110029
shapes_555_1,24.810576840999925,125.21817684173585,1110030
shapes_555_1,24.80841486075094,125.22006511688234,1110031
shapes_555_1,24.80640866516686,125.22210359573366,1110032
shapes_555_1,24.80309739755467,125.22723197937012,1110033
shapes_555_1,24.79914323860939,125.23364782333375,1110034
shapes_555_1,24.797429081267342,125.23727416992189,1110035
shapes_555_1,24.79608500950607,125.24160861968996,1110036
shapes_555_1,24.795422707918597,125.24549245834352,1110037
shapes_555_1,24.795013637524207,125.24999856948854,1110038
shapes_555_1,24.794857800828584,125.25180101394655,1110039
shapes_555_1,24.79479936201725,125.25336742401124,1110040
shapes_555_1,24.79511103535954,125.2573585510254,1110041
shapes_555_1,24.794546126849955,125.25946140289308,1110042
shapes_555_1,24.793163064120947,125.26081323623659,1110043
shapes_555_1,24.79150726451466,125.26411771774293,1110044
shapes_555_1,24.791254022626195,125.26514768600465,1110045
shapes_555_1,24.791351423413715,125.26634931564332,1110046
shapes_555_1,24.792062446845666,125.26808738708498,1110047
shapes_555_1,24.792044,125.268089,1120001
shapes_555_1,24.792461786985886,125.26885986328126,1120002
shapes_555_1,24.79287086579651,125.26939630508424,1120003
shapes_555_1,24.794098094133535,125.26997566223146,1120004
shapes_555_1,24.79405,125.27001,1130001
shapes_555_1,24.79455,125.2703,1130002
shapes_555_1,24.79473,125.27042,1130003
shapes_555_1,24.79513,125.27072,1130004
shapes_555_1,24.7954,125.27099,1130005
shapes_555_1,24.7959,125.2715,1130006
shapes_555_1,24.79623,125.27188,1130007
shapes_555_1,24.79661,125.27237,1130008
shapes_555_1,24.79674,125.27252,1130009
shapes_555_1,24.79674,125.27252,1140001
shapes_555_1,24.79716,125.27303,1140002
shapes_555_1,24.79761,125.27352,1140003
shapes_555_1,24.79767,125.27357,1140004
shapes_555_1,24.798,125.27386,1140005
shapes_555_1,24.79847,125.27433,1140006
shapes_555_1,24.79861,125.27442,1140007
shapes_555_1,24.79907,125.27472,1140008
shapes_555_1,24.79943,125.27498,1140009
shapes_555_1,24.79968,125.2752,1140010
shapes_555_1,24.79977,125.27528,1140011
shapes_555_1,24.80004,125.2755,1140012
shapes_555_1,24.80004,125.2755,1150001
shapes_555_1,24.80014,125.27558,1150002
shapes_555_1,24.8005,125.27587,1150003
shapes_555_1,24.80073,125.27621,1150004
shapes_555_1,24.80087,125.27663,1150005
shapes_555_1,24.80102,125.27697,1150006
shapes_555_1,24.80121,125.27718,1150007
shapes_555_1,24.8015,125.27719,1150008
shapes_555_1,24.80173,125.27723,1150009
shapes_555_1,24.80197,125.27742,1150010
shapes_555_1,24.80212,125.27756,1150011
shapes_555_1,24.80218,125.27761,1150012
shapes_555_1,24.80254,125.27796,1150013
shapes_555_1,24.80279,125.27816,1150014
shapes_555_1,24.80322,125.27837,1150015
shapes_555_1,24.80368,125.27881,1150016
shapes_555_1,24.80395,125.27907,1150017
shapes_555_1,24.80344,125.27949,1150018
shapes_555_1,24.80344,125.27949,1160001
shapes_555_1,24.80342,125.27951,1160002
shapes_555_1,24.80321,125.27968,1160003
shapes_555_1,24.80279,125.28004,1160004
shapes_555_1,24.80213,125.28069,1160005
shapes_555_1,24.80213,125.28069,1170001
shapes_555_1,24.80189,125.28093,1170002
shapes_555_1,24.80148,125.28131,1170003
shapes_555_1,24.79982,125.28234,1170004
shapes_555_1,24.79923,125.28271,1170005
shapes_555_1,24.79952,125.28304,1170006
shapes_555_1,24.79972,125.28329,1170007
shapes_555_1,24.8,125.28366,1170008
shapes_555_1,24.80018,125.2839,1170009
shapes_555_1,24.80018,125.2839,1180001
shapes_555_1,24.80022,125.28395,1180002
shapes_555_1,24.80042,125.28423,1180003
shapes_555_1,24.80001,125.28455,1180004
shapes_555_1,24.79947,125.28506,1180005
shapes_555_1,24.79938,125.28513,1180006
shapes_555_1,24.7992,125.28529,1180007
shapes_555_1,24.79893,125.2855,1180008
shapes_555_1,24.79861,125.28577,1180009
shapes_555_1,24.79824,125.28608,1180010
shapes_555_1,24.79792,125.28637,1180011
shapes_555_1,24.79759,125.28689,1180012
shapes_555_1,24.7975,125.28705,1180013
shapes_555_1,24.797478,125.287033,1190001
shapes_555_1,24.796903141878136,125.28800547122957,1190002
shapes_555_1,24.798515041652255,125.28938412666322,1190003
shapes_555_1,24.7985,125.28938,1200001
shapes_555_1,24.79914,125.28992,1200002
shapes_555_1,24.79886,125.29033,1200003
shapes_555_1,24.79866,125.29054,1200004
shapes_555_1,24.79853,125.29067,1200005
shapes_555_1,24.79853,125.29068,1200006
shapes_555_1,24.79853,125.29068,1210001
shapes_555_1,24.79842,125.29077,1210002
shapes_555_1,24.79838,125.29081,1210003
shapes_555_1,24.79819,125.29098,1210004
shapes_555_1,24.79766,125.29137,1210005
shapes_555_1,24.79714,125.29177,1210006
shapes_555_1,24.7967,125.2921,1210007
shapes_555_1,24.79628,125.29242,1210008
shapes_555_1,24.79628,125.29242,1210009
shapes_555_1,24.79628,125.29242,1220001
shapes_555_1,24.79587,125.29275,1220002
shapes_555_1,24.79556,125.29298,1220003
shapes_555_1,24.79522,125.29324,1220004
shapes_555_1,24.7949,125.29347,1220005
shapes_555_1,24.79442,125.29379,1220006
shapes_555_1,24.79435,125.29383,1220007
shapes_555_1,24.7943,125.29387,1220008
shapes_555_1,24.79419,125.29393,1220009
shapes_555_1,24.79398,125.29403,1220010
shapes_555_1,24.79382,125.29411,1220011
shapes_555_1,24.79358,125.29422,1220012
shapes_555_1,24.79338,125.2943,1220013
shapes_555_1,24.79304,125.29442,1220014
shapes_555_1,24.79295,125.29445,1220015
shapes_555_1,24.79276,125.29451,1220016
shapes_555_1,24.79257,125.29455,1220017
shapes_555_1,24.79229,125.29461,1220018
shapes_555_1,24.79207,125.29465,1220019
shapes_555_1,24.79174,125.2947,1220020
shapes_555_1,24.79172,125.29471,1220021
shapes_555_1,24.79172,125.29471,1230001
shapes_555_1,24.79149,125.29475,1230002
shapes_555_1,24.79135,125.29477,1230003
shapes_555_1,24.79122,125.2948,1230004
shapes_555_1,24.7911,125.29485,1230005
shapes_555_1,24.79098,125.29491,1230006
shapes_555_1,24.79087,125.29497,1230007
shapes_555_1,24.79076,125.29506,1230008
shapes_555_1,24.79063,125.29518,1230009
shapes_555_1,24.79034,125.29546,1230010
shapes_555_1,24.79016,125.29564,1230011
shapes_555_1,24.78999,125.29579,1230012
shapes_555_1,24.78985,125.29592,1230013
shapes_555_1,24.7897,125.29607,1230014
